col;num;pattern
LandSlope;9;'^[A-Za-z]{6}$'
LandSlope;10;'^[A-Za-z0-9]+$'
LandSlope;11;'^[A-Z][a-z]{2}$'
Neighborhood;0;'^\d+$'
Neighborhood;1;'^\d{2,3}$'
Neighborhood;2;'^[A-Z]{2}$^C \(all\)$'
Neighborhood;3;'^nan$^\d{2,3}\.0$'
Neighborhood;4;'^\d{4,6}$'
Neighborhood;5;'^[A-Z][a-z]{3}$'
Neighborhood;6;'^[A-Za-z]{3,4}$'
Neighborhood;7;'^[A-Za-z0-9]{3}$'
Neighborhood;8;'^[A-Za-z]{3}$'
Neighborhood;9;'^[A-Za-z]{6}$'
Neighborhood;10;'^[A-Za-z0-9]+$'
Neighborhood;11;'^[A-Z][a-z]{2}$'
Neighborhood;12;'^[A-Za-z]{5,7}$'
Condition1;0;'^\d+$'
Condition1;1;'^\d{2,3}$'
Condition1;2;'^[A-Z]{2}$^C \(all\)$'
Condition1;3;'^nan$^\d{2,3}\.0$'
Condition1;4;'^\d{4,6}$'
Condition1;5;'^[A-Z][a-z]{3}$'
Condition1;6;'^[A-Za-z]{3,4}$'
Condition1;7;'^[A-Za-z0-9]{3}$'
Condition1;8;'^[A-Za-z]{3}$'
Condition1;9;'^[A-Za-z]{6}$'
Condition1;10;'^[A-Za-z0-9]+$'
Condition1;11;'^[A-Z][a-z]{2}$'
Condition1;12;'^[A-Za-z]{5,7}$'
Condition1;13;'^[A-Za-z]{4,6}$'
Condition2;0;'^\d+$'
Condition2;1;'^\d{2,3}$'
Condition2;2;'^[A-Z]{2}$^C \(all\)$'
Condition2;3;'^nan$^\d{2,3}\.0$'
Condition2;4;'^\d{4,6}$'
Condition2;5;'^[A-Z][a-z]{3}$'
Condition2;6;'^[A-Za-z]{3,4}$'
Condition2;7;'^[A-Za-z0-9]{3}$'
Condition2;8;'^[A-Za-z]{3}$'
Condition2;9;'^[A-Za-z]{6}$'
Condition2;10;'^[A-Za-z0-9]+$'
Condition2;11;'^[A-Z][a-z]{2}$'
Condition2;12;'^[A-Za-z]{5,7}$'
Condition2;13;'^[A-Za-z]{4,6}$'
Condition2;14;'^[A-Za-z]{4,6}$'
BldgType;0;'^\d+$'
BldgType;1;'^\d{2,3}$'
BldgType;2;'^[A-Z]{2}$^C \(all\)$'
BldgType;3;'^nan$^\d{2,3}\.0$'
BldgType;4;'^\d{4,6}$'
BldgType;5;'^[A-Z][a-z]{3}$'
BldgType;6;'^[A-Za-z]{3,4}$'
BldgType;7;'^[A-Za-z0-9]{3}$'
BldgType;8;'^[A-Za-z]{3}$'
BldgType;9;'^[A-Za-z]{6}$'
BldgType;10;'^[A-Za-z0-9]+$'
BldgType;11;'^[A-Z][a-z]{2}$'
BldgType;12;'^[A-Za-z]{5,7}$'
BldgType;13;'^[A-Za-z]{4,6}$'
BldgType;14;'^[A-Za-z]{4,6}$'
BldgType;15;'^[A-Za-z0-9]{4,6}$'
HouseStyle;0;'^\d+$'
HouseStyle;1;'^\d{2,3}$'
HouseStyle;2;'^[A-Z]{2}$^C \(all\)$'
HouseStyle;3;'^nan$^\d{2,3}\.0$'
HouseStyle;4;'^\d{4,6}$'
HouseStyle;5;'^[A-Z][a-z]{3}$'
HouseStyle;6;'^[A-Za-z]{3,4}$'
HouseStyle;7;'^[A-Za-z0-9]{3}$'
HouseStyle;8;'^[A-Za-z]{3}$'
HouseStyle;9;'^[A-Za-z]{6}$'
HouseStyle;10;'^[A-Za-z0-9]+$'
HouseStyle;11;'^[A-Z][a-z]{2}$'
HouseStyle;12;'^[A-Za-z]{5,7}$'
HouseStyle;13;'^[A-Za-z]{4,6}$'
HouseStyle;14;'^[A-Za-z]{4,6}$'
HouseStyle;15;'^[A-Za-z0-9]{4,6}$'
HouseStyle;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
OverallQual;0;'^\d+$'
OverallQual;1;'^\d{2,3}$'
OverallQual;2;'^[A-Z]{2}$^C \(all\)$'
OverallQual;3;'^nan$^\d{2,3}\.0$'
OverallQual;4;'^\d{4,6}$'
OverallQual;5;'^[A-Z][a-z]{3}$'
OverallQual;6;'^[A-Za-z]{3,4}$'
OverallQual;7;'^[A-Za-z0-9]{3}$'
OverallQual;8;'^[A-Za-z]{3}$'
OverallQual;9;'^[A-Za-z]{6}$'
OverallQual;10;'^[A-Za-z0-9]+$'
OverallQual;11;'^[A-Z][a-z]{2}$'
OverallQual;12;'^[A-Za-z]{5,7}$'
OverallQual;13;'^[A-Za-z]{4,6}$'
OverallQual;14;'^[A-Za-z]{4,6}$'
OverallQual;15;'^[A-Za-z0-9]{4,6}$'
OverallQual;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
OverallQual;17;'^\d{1,2}$'
OverallCond;0;'^\d+$'
OverallCond;1;'^\d{2,3}$'
OverallCond;2;'^[A-Z]{2}$^C \(all\)$'
OverallCond;3;'^nan$^\d{2,3}\.0$'
OverallCond;4;'^\d{4,6}$'
OverallCond;5;'^[A-Z][a-z]{3}$'
OverallCond;6;'^[A-Za-z]{3,4}$'
OverallCond;7;'^[A-Za-z0-9]{3}$'
OverallCond;8;'^[A-Za-z]{3}$'
OverallCond;9;'^[A-Za-z]{6}$'
OverallCond;10;'^[A-Za-z0-9]+$'
OverallCond;11;'^[A-Z][a-z]{2}$'
OverallCond;12;'^[A-Za-z]{5,7}$'
OverallCond;13;'^[A-Za-z]{4,6}$'
OverallCond;14;'^[A-Za-z]{4,6}$'
OverallCond;15;'^[A-Za-z0-9]{4,6}$'
OverallCond;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
OverallCond;17;'^\d{1,2}$'
OverallCond;18;'^\d$'
YearBuilt;0;'^\d+$'
YearBuilt;1;'^\d{2,3}$'
YearBuilt;2;'^[A-Z]{2}$^C \(all\)$'
YearBuilt;3;'^nan$^\d{2,3}\.0$'
YearBuilt;4;'^\d{4,6}$'
YearBuilt;5;'^[A-Z][a-z]{3}$'
YearBuilt;6;'^[A-Za-z]{3,4}$'
YearBuilt;7;'^[A-Za-z0-9]{3}$'
YearBuilt;8;'^[A-Za-z]{3}$'
YearBuilt;9;'^[A-Za-z]{6}$'
YearBuilt;10;'^[A-Za-z0-9]+$'
YearBuilt;11;'^[A-Z][a-z]{2}$'
YearBuilt;12;'^[A-Za-z]{5,7}$'
YearBuilt;13;'^[A-Za-z]{4,6}$'
YearBuilt;14;'^[A-Za-z]{4,6}$'
YearBuilt;15;'^[A-Za-z0-9]{4,6}$'
YearBuilt;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
YearBuilt;17;'^\d{1,2}$'
YearBuilt;18;'^\d$'
YearBuilt;19;'^\d{4}$'
YearRemodAdd;0;'^\d+$'
YearRemodAdd;1;'^\d{2,3}$'
YearRemodAdd;2;'^[A-Z]{2}$^C \(all\)$'
YearRemodAdd;3;'^nan$^\d{2,3}\.0$'
YearRemodAdd;4;'^\d{4,6}$'
YearRemodAdd;5;'^[A-Z][a-z]{3}$'
YearRemodAdd;6;'^[A-Za-z]{3,4}$'
YearRemodAdd;7;'^[A-Za-z0-9]{3}$'
YearRemodAdd;8;'^[A-Za-z]{3}$'
YearRemodAdd;9;'^[A-Za-z]{6}$'
YearRemodAdd;10;'^[A-Za-z0-9]+$'
YearRemodAdd;11;'^[A-Z][a-z]{2}$'
YearRemodAdd;12;'^[A-Za-z]{5,7}$'
YearRemodAdd;13;'^[A-Za-z]{4,6}$'
YearRemodAdd;14;'^[A-Za-z]{4,6}$'
YearRemodAdd;15;'^[A-Za-z0-9]{4,6}$'
YearRemodAdd;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
YearRemodAdd;17;'^\d{1,2}$'
YearRemodAdd;18;'^\d$'
YearRemodAdd;19;'^\d{4}$'
YearRemodAdd;20;'^\d{4}$'
RoofStyle;0;'^\d+$'
RoofStyle;1;'^\d{2,3}$'
RoofStyle;2;'^[A-Z]{2}$^C \(all\)$'
RoofStyle;3;'^nan$^\d{2,3}\.0$'
RoofStyle;4;'^\d{4,6}$'
RoofStyle;5;'^[A-Z][a-z]{3}$'
RoofStyle;6;'^[A-Za-z]{3,4}$'
RoofStyle;7;'^[A-Za-z0-9]{3}$'
RoofStyle;8;'^[A-Za-z]{3}$'
RoofStyle;9;'^[A-Za-z]{6}$'
RoofStyle;10;'^[A-Za-z0-9]+$'
RoofStyle;11;'^[A-Z][a-z]{2}$'
RoofStyle;12;'^[A-Za-z]{5,7}$'
RoofStyle;13;'^[A-Za-z]{4,6}$'
RoofStyle;14;'^[A-Za-z]{4,6}$'
RoofStyle;15;'^[A-Za-z0-9]{4,6}$'
RoofStyle;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
RoofStyle;17;'^\d{1,2}$'
RoofStyle;18;'^\d$'
RoofStyle;19;'^\d{4}$'
RoofStyle;20;'^\d{4}$'
RoofStyle;21;'^[A-Z][a-z]+$'
RoofMatl;0;'^\d+$'
RoofMatl;1;'^\d{2,3}$'
RoofMatl;2;'^[A-Z]{2}$^C \(all\)$'
RoofMatl;3;'^nan$^\d{2,3}\.0$'
RoofMatl;4;'^\d{4,6}$'
RoofMatl;5;'^[A-Z][a-z]{3}$'
RoofMatl;6;'^[A-Za-z]{3,4}$'
RoofMatl;7;'^[A-Za-z0-9]{3}$'
RoofMatl;8;'^[A-Za-z]{3}$'
RoofMatl;9;'^[A-Za-z]{6}$'
RoofMatl;10;'^[A-Za-z0-9]+$'
RoofMatl;11;'^[A-Z][a-z]{2}$'
RoofMatl;12;'^[A-Za-z]{5,7}$'
RoofMatl;13;'^[A-Za-z]{4,6}$'
RoofMatl;14;'^[A-Za-z]{4,6}$'
RoofMatl;15;'^[A-Za-z0-9]{4,6}$'
RoofMatl;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
RoofMatl;17;'^\d{1,2}$'
RoofMatl;18;'^\d$'
RoofMatl;19;'^\d{4}$'
RoofMatl;20;'^\d{4}$'
RoofMatl;21;'^[A-Z][a-z]+$'
RoofMatl;22;'^[A-Za-z]+$^Tar\&Grv$'
Exterior1st;0;'^\d+$'
Exterior1st;1;'^\d{2,3}$'
Exterior1st;2;'^[A-Z]{2}$^C \(all\)$'
Exterior1st;3;'^nan$^\d{2,3}\.0$'
Exterior1st;4;'^\d{4,6}$'
Exterior1st;5;'^[A-Z][a-z]{3}$'
Exterior1st;6;'^[A-Za-z]{3,4}$'
Exterior1st;7;'^[A-Za-z0-9]{3}$'
Exterior1st;8;'^[A-Za-z]{3}$'
Exterior1st;9;'^[A-Za-z]{6}$'
Exterior1st;10;'^[A-Za-z0-9]+$'
Exterior1st;11;'^[A-Z][a-z]{2}$'
Exterior1st;12;'^[A-Za-z]{5,7}$'
Exterior1st;13;'^[A-Za-z]{4,6}$'
Exterior1st;14;'^[A-Za-z]{4,6}$'
Exterior1st;15;'^[A-Za-z0-9]{4,6}$'
Exterior1st;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
Exterior1st;17;'^\d{1,2}$'
Exterior1st;18;'^\d$'
Exterior1st;19;'^\d{4}$'
Exterior1st;20;'^\d{4}$'
Exterior1st;21;'^[A-Z][a-z]+$'
Exterior1st;22;'^[A-Za-z]+$^Tar\&Grv$'
Exterior1st;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
Exterior2nd;0;'^\d+$'
Exterior2nd;1;'^\d{2,3}$'
Exterior2nd;2;'^[A-Z]{2}$^C \(all\)$'
Exterior2nd;3;'^nan$^\d{2,3}\.0$'
Exterior2nd;4;'^\d{4,6}$'
Exterior2nd;5;'^[A-Z][a-z]{3}$'
Exterior2nd;6;'^[A-Za-z]{3,4}$'
Exterior2nd;7;'^[A-Za-z0-9]{3}$'
Exterior2nd;8;'^[A-Za-z]{3}$'
Exterior2nd;9;'^[A-Za-z]{6}$'
Exterior2nd;10;'^[A-Za-z0-9]+$'
Exterior2nd;11;'^[A-Z][a-z]{2}$'
Exterior2nd;12;'^[A-Za-z]{5,7}$'
Exterior2nd;13;'^[A-Za-z]{4,6}$'
Exterior2nd;14;'^[A-Za-z]{4,6}$'
Exterior2nd;15;'^[A-Za-z0-9]{4,6}$'
Exterior2nd;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
Exterior2nd;17;'^\d{1,2}$'
Exterior2nd;18;'^\d$'
Exterior2nd;19;'^\d{4}$'
Exterior2nd;20;'^\d{4}$'
Exterior2nd;21;'^[A-Z][a-z]+$'
Exterior2nd;22;'^[A-Za-z]+$^Tar\&Grv$'
Exterior2nd;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
Exterior2nd;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
MasVnrType;0;'^\d+$'
MasVnrType;1;'^\d{2,3}$'
MasVnrType;2;'^[A-Z]{2}$^C \(all\)$'
MasVnrType;3;'^nan$^\d{2,3}\.0$'
MasVnrType;4;'^\d{4,6}$'
MasVnrType;5;'^[A-Z][a-z]{3}$'
MasVnrType;6;'^[A-Za-z]{3,4}$'
MasVnrType;7;'^[A-Za-z0-9]{3}$'
MasVnrType;8;'^[A-Za-z]{3}$'
MasVnrType;9;'^[A-Za-z]{6}$'
MasVnrType;10;'^[A-Za-z0-9]+$'
MasVnrType;11;'^[A-Z][a-z]{2}$'
MasVnrType;12;'^[A-Za-z]{5,7}$'
MasVnrType;13;'^[A-Za-z]{4,6}$'
MasVnrType;14;'^[A-Za-z]{4,6}$'
MasVnrType;15;'^[A-Za-z0-9]{4,6}$'
MasVnrType;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
MasVnrType;17;'^\d{1,2}$'
MasVnrType;18;'^\d$'
MasVnrType;19;'^\d{4}$'
MasVnrType;20;'^\d{4}$'
MasVnrType;21;'^[A-Z][a-z]+$'
MasVnrType;22;'^[A-Za-z]+$^Tar\&Grv$'
MasVnrType;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
MasVnrType;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
MasVnrType;25;'^[A-Za-z]+$'
MasVnrArea;0;'^\d+$'
MasVnrArea;1;'^\d{2,3}$'
MasVnrArea;2;'^[A-Z]{2}$^C \(all\)$'
MasVnrArea;3;'^nan$^\d{2,3}\.0$'
MasVnrArea;4;'^\d{4,6}$'
MasVnrArea;5;'^[A-Z][a-z]{3}$'
MasVnrArea;6;'^[A-Za-z]{3,4}$'
MasVnrArea;7;'^[A-Za-z0-9]{3}$'
MasVnrArea;8;'^[A-Za-z]{3}$'
MasVnrArea;9;'^[A-Za-z]{6}$'
MasVnrArea;10;'^[A-Za-z0-9]+$'
MasVnrArea;11;'^[A-Z][a-z]{2}$'
MasVnrArea;12;'^[A-Za-z]{5,7}$'
MasVnrArea;13;'^[A-Za-z]{4,6}$'
MasVnrArea;14;'^[A-Za-z]{4,6}$'
MasVnrArea;15;'^[A-Za-z0-9]{4,6}$'
MasVnrArea;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
MasVnrArea;17;'^\d{1,2}$'
MasVnrArea;18;'^\d$'
MasVnrArea;19;'^\d{4}$'
MasVnrArea;20;'^\d{4}$'
MasVnrArea;21;'^[A-Z][a-z]+$'
MasVnrArea;22;'^[A-Za-z]+$^Tar\&Grv$'
MasVnrArea;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
MasVnrArea;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
MasVnrArea;25;'^[A-Za-z]+$'
MasVnrArea;26;'^nan$^\d+\.0$'
ExterQual;0;'^\d+$'
ExterQual;1;'^\d{2,3}$'
ExterQual;2;'^[A-Z]{2}$^C \(all\)$'
ExterQual;3;'^nan$^\d{2,3}\.0$'
ExterQual;4;'^\d{4,6}$'
ExterQual;5;'^[A-Z][a-z]{3}$'
ExterQual;6;'^[A-Za-z]{3,4}$'
ExterQual;7;'^[A-Za-z0-9]{3}$'
ExterQual;8;'^[A-Za-z]{3}$'
ExterQual;9;'^[A-Za-z]{6}$'
ExterQual;10;'^[A-Za-z0-9]+$'
ExterQual;11;'^[A-Z][a-z]{2}$'
ExterQual;12;'^[A-Za-z]{5,7}$'
ExterQual;13;'^[A-Za-z]{4,6}$'
ExterQual;14;'^[A-Za-z]{4,6}$'
ExterQual;15;'^[A-Za-z0-9]{4,6}$'
ExterQual;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
ExterQual;17;'^\d{1,2}$'
ExterQual;18;'^\d$'
ExterQual;19;'^\d{4}$'
ExterQual;20;'^\d{4}$'
ExterQual;21;'^[A-Z][a-z]+$'
ExterQual;22;'^[A-Za-z]+$^Tar\&Grv$'
ExterQual;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
ExterQual;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
ExterQual;25;'^[A-Za-z]+$'
ExterQual;26;'^nan$^\d+\.0$'
ExterQual;27;'^[A-Za-z]{2}$'
ExterCond;0;'^\d+$'
ExterCond;1;'^\d{2,3}$'
ExterCond;2;'^[A-Z]{2}$^C \(all\)$'
ExterCond;3;'^nan$^\d{2,3}\.0$'
ExterCond;4;'^\d{4,6}$'
ExterCond;5;'^[A-Z][a-z]{3}$'
ExterCond;6;'^[A-Za-z]{3,4}$'
ExterCond;7;'^[A-Za-z0-9]{3}$'
ExterCond;8;'^[A-Za-z]{3}$'
ExterCond;9;'^[A-Za-z]{6}$'
ExterCond;10;'^[A-Za-z0-9]+$'
ExterCond;11;'^[A-Z][a-z]{2}$'
ExterCond;12;'^[A-Za-z]{5,7}$'
ExterCond;13;'^[A-Za-z]{4,6}$'
ExterCond;14;'^[A-Za-z]{4,6}$'
ExterCond;15;'^[A-Za-z0-9]{4,6}$'
ExterCond;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
ExterCond;17;'^\d{1,2}$'
ExterCond;18;'^\d$'
ExterCond;19;'^\d{4}$'
ExterCond;20;'^\d{4}$'
ExterCond;21;'^[A-Z][a-z]+$'
ExterCond;22;'^[A-Za-z]+$^Tar\&Grv$'
ExterCond;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
ExterCond;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
ExterCond;25;'^[A-Za-z]+$'
ExterCond;26;'^nan$^\d+\.0$'
ExterCond;27;'^[A-Za-z]{2}$'
ExterCond;28;'^[A-Za-z]{2}$'
Foundation;0;'^\d+$'
Foundation;1;'^\d{2,3}$'
Foundation;2;'^[A-Z]{2}$^C \(all\)$'
Foundation;3;'^nan$^\d{2,3}\.0$'
Foundation;4;'^\d{4,6}$'
Foundation;5;'^[A-Z][a-z]{3}$'
Foundation;6;'^[A-Za-z]{3,4}$'
Foundation;7;'^[A-Za-z0-9]{3}$'
Foundation;8;'^[A-Za-z]{3}$'
Foundation;9;'^[A-Za-z]{6}$'
Foundation;10;'^[A-Za-z0-9]+$'
Foundation;11;'^[A-Z][a-z]{2}$'
Foundation;12;'^[A-Za-z]{5,7}$'
Foundation;13;'^[A-Za-z]{4,6}$'
Foundation;14;'^[A-Za-z]{4,6}$'
Foundation;15;'^[A-Za-z0-9]{4,6}$'
Foundation;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
Foundation;17;'^\d{1,2}$'
Foundation;18;'^\d$'
Foundation;19;'^\d{4}$'
Foundation;20;'^\d{4}$'
Foundation;21;'^[A-Z][a-z]+$'
Foundation;22;'^[A-Za-z]+$^Tar\&Grv$'
Foundation;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
Foundation;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
Foundation;25;'^[A-Za-z]+$'
Foundation;26;'^nan$^\d+\.0$'
Foundation;27;'^[A-Za-z]{2}$'
Foundation;28;'^[A-Za-z]{2}$'
Foundation;29;'^[A-Za-z]{4,6}$'
BsmtQual;0;'^\d+$'
BsmtQual;1;'^\d{2,3}$'
BsmtQual;2;'^[A-Z]{2}$^C \(all\)$'
BsmtQual;3;'^nan$^\d{2,3}\.0$'
BsmtQual;4;'^\d{4,6}$'
BsmtQual;5;'^[A-Z][a-z]{3}$'
BsmtQual;6;'^[A-Za-z]{3,4}$'
BsmtQual;7;'^[A-Za-z0-9]{3}$'
BsmtQual;8;'^[A-Za-z]{3}$'
BsmtQual;9;'^[A-Za-z]{6}$'
BsmtQual;10;'^[A-Za-z0-9]+$'
BsmtQual;11;'^[A-Z][a-z]{2}$'
BsmtQual;12;'^[A-Za-z]{5,7}$'
BsmtQual;13;'^[A-Za-z]{4,6}$'
BsmtQual;14;'^[A-Za-z]{4,6}$'
BsmtQual;15;'^[A-Za-z0-9]{4,6}$'
BsmtQual;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtQual;17;'^\d{1,2}$'
BsmtQual;18;'^\d$'
BsmtQual;19;'^\d{4}$'
BsmtQual;20;'^\d{4}$'
BsmtQual;21;'^[A-Z][a-z]+$'
BsmtQual;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtQual;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtQual;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtQual;25;'^[A-Za-z]+$'
BsmtQual;26;'^nan$^\d+\.0$'
BsmtQual;27;'^[A-Za-z]{2}$'
BsmtQual;28;'^[A-Za-z]{2}$'
BsmtQual;29;'^[A-Za-z]{4,6}$'
BsmtQual;30;'^[A-Za-z]{2,3}$'
BsmtCond;0;'^\d+$'
BsmtCond;1;'^\d{2,3}$'
BsmtCond;2;'^[A-Z]{2}$^C \(all\)$'
BsmtCond;3;'^nan$^\d{2,3}\.0$'
BsmtCond;4;'^\d{4,6}$'
BsmtCond;5;'^[A-Z][a-z]{3}$'
BsmtCond;6;'^[A-Za-z]{3,4}$'
BsmtCond;7;'^[A-Za-z0-9]{3}$'
BsmtCond;8;'^[A-Za-z]{3}$'
BsmtCond;9;'^[A-Za-z]{6}$'
BsmtCond;10;'^[A-Za-z0-9]+$'
BsmtCond;11;'^[A-Z][a-z]{2}$'
BsmtCond;12;'^[A-Za-z]{5,7}$'
BsmtCond;13;'^[A-Za-z]{4,6}$'
BsmtCond;14;'^[A-Za-z]{4,6}$'
BsmtCond;15;'^[A-Za-z0-9]{4,6}$'
BsmtCond;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtCond;17;'^\d{1,2}$'
BsmtCond;18;'^\d$'
BsmtCond;19;'^\d{4}$'
BsmtCond;20;'^\d{4}$'
BsmtCond;21;'^[A-Z][a-z]+$'
BsmtCond;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtCond;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtCond;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtCond;25;'^[A-Za-z]+$'
BsmtCond;26;'^nan$^\d+\.0$'
BsmtCond;27;'^[A-Za-z]{2}$'
BsmtCond;28;'^[A-Za-z]{2}$'
BsmtCond;29;'^[A-Za-z]{4,6}$'
BsmtCond;30;'^[A-Za-z]{2,3}$'
BsmtCond;31;'^[A-Za-z]{2,3}$'
BsmtExposure;0;'^\d+$'
BsmtExposure;1;'^\d{2,3}$'
BsmtExposure;2;'^[A-Z]{2}$^C \(all\)$'
BsmtExposure;3;'^nan$^\d{2,3}\.0$'
BsmtExposure;4;'^\d{4,6}$'
BsmtExposure;5;'^[A-Z][a-z]{3}$'
BsmtExposure;6;'^[A-Za-z]{3,4}$'
BsmtExposure;7;'^[A-Za-z0-9]{3}$'
BsmtExposure;8;'^[A-Za-z]{3}$'
BsmtExposure;9;'^[A-Za-z]{6}$'
BsmtExposure;10;'^[A-Za-z0-9]+$'
BsmtExposure;11;'^[A-Z][a-z]{2}$'
